x,y,z,a,i,e,t
-45.99720727943477,-5.122236399842564,22.385652834311617,43.10436171219517,0.4922623689469544,0.1949671730242319,25000
26.620958131135442,16.216800869830852,-16.69965395922557,43.10696667363258,0.4919264708374214,0.196065667027872,50000
-42.476430923267046,-14.784148850519044,23.795512859055965,43.03802851813353,0.4918274938696216,0.1948274390837808,75000
25.287934351195247,18.52352442250808,-16.529784352990436,42.99789956292403,0.4914373379827793,0.19509460338889054,100000
-44.72694341620684,-8.840747421427075,23.71748775240635,43.04791267739122,0.4909415087436607,0.19683702150513882,125000
25.21982771118038,18.66065020297212,-16.27494046745512,43.09931000721603,0.4906919612373876,0.1981398668994699,150000
-35.61913727369189,-26.745470385238765,22.82093211571146,43.07711035959572,0.4899605332681871,0.19885021029361796,175000
23.618217138036215,21.29430928331632,-15.568758774993892,43.06486975661237,0.4892590305682922,0.19986642674610522,200000
-29.77226892626642,-33.361679783364515,20.315757758633787,43.060504505667645,0.4884618577222017,0.2010639914476872,225000
-18.630518261827476,39.70720158158137,4.057032964517887,43.05320273373298,0.4876977833826685,0.20216802618292679,250000
10.513113545943913,-38.993587766569185,-0.6993196415487695,43.05289854110574,0.4870213325783823,0.20303083695478225,275000
-45.22751296573361,8.008680975401532,22.624023114104222,43.0525317057413,0.4865273574005594,0.20345105615259643,300000
27.002625359759904,15.039272197978137,-15.377216596135801,43.03251266618816,0.486094322590629,0.20334554694481005,325000
-31.258973956880116,-33.89524751550941,18.716770198480987,43.02857712340536,0.4859241560840102,0.20304262574750254,350000
-18.04247975959065,38.915706821542976,7.473989903619917,43.04915232480134,0.4858063056807012,0.2029402813191816,375000
5.036062856952605,-41.8556146073304,-1.2293442687581404,43.03913594439476,0.4862906838304173,0.20105134552055887,400000
-35.43857319532716,26.39357275685625,18.299259063472125,43.12883312597682,0.4861583711430145,0.20207258084519955,425000
16.981312147926026,-34.322847563336964,-9.009392204409863,43.0345703646319,0.4861542907679461,0.1997193677748617,450000
-34.85743351180409,26.19235073013782,18.89959500083941,43.054306167459714,0.4861902030876773,0.19900124723832185,475000
11.765517580056969,-38.443524410232705,-7.592872583540994,43.07771827950721,0.4859923668418454,0.1992758189147648,500000
-40.59301066556617,16.639516091089888,22.213390596340847,43.10345226428377,0.4857511283709183,0.19898993336316168,525000
23.77393930257575,-25.73102897435427,-14.259259463040328,43.132981520123096,0.4855479407845613,0.19904025354173407,550000
-44.282761270052674,5.473399032053043,23.502304978506885,43.09079962110864,0.4852102163144977,0.19766340529984833,575000
27.861932833654663,-17.3387802410567,-16.20635350369335,43.12020094137818,0.4848854343861864,0.19773405770050279,600000
-45.15840951540014,1.0276941198299112,23.243642949269038,43.13999514270354,0.4844711107227135,0.19788717387356514,625000
28.042534150285952,-16.8056771420687,-16.554235468419975,43.11600851083392,0.4841077216585105,0.19703799421069448,650000
-44.788517509635135,3.279759860539873,22.97941833272352,43.11259174872819,0.4835127700891416,0.19693277471169407,675000
29.50954871821108,-12.475971645522327,-16.76561156048311,43.03239068707296,0.4830500338814289,0.19500994442574526,700000
-45.61299999030976,-12.212343426046832,20.027571763822085,43.02112064977213,0.4823635212480462,0.19495332824396153,725000
31.619041342316486,0.5182029591158578,-15.137188469549407,43.15550852314377,0.4818794678680122,0.19716607846744633,750000
-46.20758885327594,-9.356870153270453,19.881887759899648,43.037888912364764,0.4813233968887908,0.19508991465696124,775000
29.643055152037363,14.575690742165332,-10.424554640164592,43.06266711975535,0.4807505177159955,0.19576191238632487,800000
-46.30676024102454,-13.778721559577646,17.777321847286593,43.105111284593136,0.4800672570463304,0.19663228331649862,825000
26.92138796291403,21.09327401682504,-6.530591165343337,43.024658812801405,0.4795657061221866,0.19547463994298409,850000
-45.54246056486745,-19.05615897619621,14.699908069258564,43.06701227975503,0.4787135368801801,0.19610571820495076,875000
23.917702109727905,25.62930732634156,-2.7894941525002546,43.04840736677971,0.4780674751652801,0.19609332113648356,900000
-44.1738601246896,-24.06082065726084,11.133112959427846,43.09106770443853,0.477437824460903,0.19682929885947545,925000
19.78723784543878,29.737858491019967,1.4045372924106625,43.02682085085222,0.4768060494645588,0.19588850088358886,950000
-42.580112548861635,-27.828234313658207,7.625887239645945,43.12297012254016,0.4760362102936398,0.1978123083259224,975000
13.678349348441953,33.4785393088401,6.247522771652824,43.012942956157296,0.4752946297530223,0.19587863304891673,1000000
-40.828353543919235,-30.58250817408965,4.282386660402815,43.10492668314561,0.4744191442494056,0.19774988682521447,1025000
7.352903005147899,35.553123509299766,10.415524217324164,43.11914284835612,0.4736449811151501,0.19809641229198624,1050000
